game_id,team,starter_id,starter_name
BOS200004160,ATH,olivo001,Omar Olivares
BOS200004160,BOS,martr002,Ramon Martinez
BOS200004170,ATH,hereg001,Gil Heredia
BOS200004170,BOS,fassj001,Jeff Fassero
BOS200005010,BOS,fassj001,Jeff Fassero
BOS200005010,DET,nitkc001,C.J. Nitkowski
BOS200005020,BOS,roseb002,Brian Rose
BOS200005020,DET,johnm004,Mark Johnson
BOS200005030,BOS,schop001,Pete Schourek
BOS200005030,DET,weavj002,Jeff Weaver
BOS200005050,BOS,martr002,Ramon Martinez
BOS200005050,TB,eilad001,Dave Eiland
BOS200005060,BOS,martp001,Pedro Martinez
BOS200005060,TB,tracs001,Steve Trachsel
BOS200005070,BOS,fassj001,Jeff Fassero
BOS200005070,TB,rekab001,Bryan Rekar
BOS200005080,BOS,roseb002,Brian Rose
BOS200005080,CHW,sturt001,Tanyon Sturtze
BOS200005090,BOS,schop001,Pete Schourek
BOS200005090,CHW,baldj002,James Baldwin
BOS200005100,BOS,martr002,Ramon Martinez
BOS200005100,CHW,eldrc001,Cal Eldred
BOS200005190,BOS,fassj001,Jeff Fassero
BOS200005190,DET,moehb001,Brian Moehler
BOS200005200,BOS,schop001,Pete Schourek
BOS200005200,DET,mlicd001,Dave Mlicki
BOS200005210,BOS,martr002,Ramon Martinez
BOS200005210,DET,nomoh001,Hideo Nomo
BOS200005230,BOS,martp001,Pedro Martinez
BOS200005230,TOR,carpc002,Chris Carpenter
BOS200005240,BOS,fassj001,Jeff Fassero
BOS200005240,TOR,escok001,Kelvim Escobar
BOS200005250,BOS,schop001,Pete Schourek
BOS200005250,TOR,welld001,David Wells
BOS200005300,BOS,fassj001,Jeff Fassero
BOS200005300,KC,suppj001,Jeff Suppan
BOS200005310,BOS,schop001,Pete Schourek
BOS200005310,KC,suzum001,Mac Suzuki
BOS200006010,BOS,martr002,Ramon Martinez
BOS200006010,KC,fussc001,Chris Fussell
BOS200006080,BOS,martp001,Pedro Martinez
BOS200006080,CLE,colob001,Bartolo Colon
BOS200006160,BOS,schop001,Pete Schourek
BOS200006160,TOR,escok001,Kelvim Escobar
BOS200006170,BOS,martr002,Ramon Martinez
BOS200006170,TOR,welld001,David Wells
BOS200006180,BOS,fassj001,Jeff Fassero
BOS200006180,TOR,castf001,Frank Castillo
BOS200006190,BOS,roseb002,Brian Rose
BOS200006190,NYY,mendr001,Ramiro Mendoza
BOS200006200,BOS,martp001,Pedro Martinez
BOS200006200,NYY,petta001,Andy Pettitte
BOS200006210,BOS,schop001,Pete Schourek
BOS200006210,NYY,coned001,David Cone
BOS200006220,BOS,martr002,Ramon Martinez
BOS200006220,NYY,westj001,Jake Westbrook
BOS200006270,BAL,mussm001,Mike Mussina
BOS200006270,BOS,schop001,Pete Schourek
BOS200006280,BAL,johnj007,Jason Johnson
BOS200006280,BOS,martr002,Ramon Martinez
BOS200006290,BAL,erics001,Scott Erickson
BOS200006290,BOS,waket001,Tim Wakefield
BOS200007070,ATL,glavt001,Tom Glavine
BOS200007070,BOS,schop001,Pete Schourek
BOS200007080,ATL,mulht001,Terry Mulholland
BOS200007080,BOS,martr002,Ramon Martinez
BOS200007090,ATL,millk004,Kevin Millwood
BOS200007090,BOS,waket001,Tim Wakefield
BOS200007130,BOS,martp001,Pedro Martinez
BOS200007130,NYM,joneb003,Robert Joseph Jones
BOS200007140,BOS,schop001,Pete Schourek
BOS200007140,NYM,ruscg001,Glendon Rusch
BOS200007150,BOS,martr002,Ramon Martinez
BOS200007150,NYM,hampm001,Mike Hampton
BOS200007160,BOS,waket001,Tim Wakefield
BOS200007160,WSH,johnm002,Mike Johnson
BOS200007170,BOS,fassj001,Jeff Fassero
BOS200007170,WSH,santj001,Julio Santana
BOS200007180,BOS,martp001,Pedro Martinez
BOS200007180,WSH,vazqj001,Javier Vazquez
BOS200007210,BOS,waket001,Tim Wakefield
BOS200007210,CHW,baldj002,James Baldwin
BOS200007220,BOS,fassj001,Jeff Fassero
BOS200007220,CHW,garlj001,Jon Garland
BOS200007230,BOS,martp001,Pedro Martinez
BOS200007230,CHW,sirom001,Mike Sirotka
BOS200007240,BOS,ohkat001,Tomo Ohka
BOS200007240,MIN,milte001,Eric Milton
BOS200007250,BOS,martr002,Ramon Martinez
BOS200007250,MIN,maysj001,Joe Mays
BOS200008040,BOS,fassj001,Jeff Fassero
BOS200008040,KC,suppj001,Jeff Suppan
BOS200008050,BOS,arror001,Rolando Arrojo
BOS200008050,KC,durbc001,Chad Durbin
BOS200008060,BOS,waket001,Tim Wakefield
BOS200008060,KC,reicd001,Dan Reichert
BOS200008140,BOS,martp001,Pedro Martinez
BOS200008140,TB,eilad001,Dave Eiland
BOS200008150,BOS,fassj001,Jeff Fassero
BOS200008150,TB,sturt001,Tanyon Sturtze
BOS200008160,BOS,arror001,Rolando Arrojo
BOS200008160,TB,ruper001,Ryan Rupe
BOS200008170,BOS,waket001,Tim Wakefield
BOS200008170,TEX,hellr001,Rick Helling
BOS200008180,BOS,ohkat001,Tomo Ohka
BOS200008180,TEX,rogek001,Kenny Rogers
BOS200008190,BOS,martp001,Pedro Martinez
BOS200008190,TEX,perim001,Matt Perisho
BOS200008200,BOS,fassj001,Jeff Fassero
BOS200008200,TEX,david002,Doug Davis
BOS200008210,BOS,arror001,Rolando Arrojo
BOS200008210,LAA,schos001,Scott Schoeneweis
BOS200008220,BOS,waket001,Tim Wakefield
BOS200008220,LAA,merck001,Kent Mercker
BOS200008230,BOS,ohkat001,Tomo Ohka
BOS200008230,LAA,ortir002,Ramon Ortiz
BOS200009010,BOS,arror001,Rolando Arrojo
BOS200009010,SEA,halaj001,John Halama
BOS200009020,BOS,martr002,Ramon Martinez
BOS200009020,SEA,garcf002,Freddy Garcia
BOS200009030,BOS,ohkat001,Tomo Ohka
BOS200009030,SEA,abbop001,Paul Abbott
BOS200009040,BOS,martp001,Pedro Martinez
BOS200009040,SEA,moyej001,Jamie Moyer
BOS200009050,ATH,appik001,Kevin Appier
BOS200009050,BOS,schop001,Pete Schourek
BOS200009060,ATH,muldm001,Mark Mulder
BOS200009060,BOS,arror001,Rolando Arrojo
BOS200009070,BOS,martr002,Ramon Martinez
BOS200009070,MIN,milte001,Eric Milton
BOS200009080,BOS,ohkat001,Tomo Ohka
BOS200009080,NYY,clemr001,Roger Clemens
BOS200009090,BOS,martp001,Pedro Martinez
BOS200009090,NYY,petta001,Andy Pettitte
BOS200009100,BOS,schop001,Pete Schourek
BOS200009100,NYY,keisr001,Randy Keisler
BOS200009190,BOS,ohkat001,Tomo Ohka
BOS200009190,CLE,nagyc001,Charles Nagy
BOS200009201,BOS,martp001,Pedro Martinez
BOS200009201,CLE,woods001,Steve Woodard
BOS200009202,BOS,crawp001,Paxton Crawford
BOS200009202,CLE,burbd001,Dave Burba
BOS200009211,BOS,arror001,Rolando Arrojo
BOS200009211,CLE,berej002,Jason Bere
BOS200009212,BOS,waket001,Tim Wakefield
BOS200009212,CLE,finlc001,Chuck Finley
BOS200009220,BAL,ponss001,Sidney Ponson
BOS200009220,BOS,martr002,Ramon Martinez
BOS200009230,BAL,rappp001,Pat Rapp
BOS200009230,BOS,arror001,Rolando Arrojo
BOS200009240,BAL,mussm001,Mike Mussina
BOS200009240,BOS,ohkat001,Tomo Ohka
BOS200104060,BOS,ohkat001,Tomo Ohka
BOS200104060,TB,ruper001,Ryan Rupe
BOS200104070,BOS,crawp001,Paxton Crawford
BOS200104070,TB,harpt002,Travis Harper
BOS200104080,BOS,martp001,Pedro Martinez
BOS200104080,TB,lopea002,Albie Lopez
BOS200104100,BAL,ponss001,Sidney Ponson
BOS200104100,BOS,nomoh001,Hideo Nomo
BOS200104110,BAL,johnj007,Jason Johnson
BOS200104110,BOS,castf001,Frank Castillo
BOS200104120,BAL,mercj001,Jose Mercedes
BOS200104120,BOS,ohkat001,Tomo Ohka
BOS200104130,BOS,crawp001,Paxton Crawford
BOS200104130,NYY,herno001,Orlando Hernandez
BOS200104140,BOS,martp001,Pedro Martinez
BOS200104140,NYY,clemr001,Roger Clemens
BOS200104150,BOS,nomoh001,Hideo Nomo
BOS200104150,NYY,petta001,Andy Pettitte
BOS200104160,BOS,castf001,Frank Castillo
BOS200104160,NYY,mussm001,Mike Mussina
BOS200104240,BOS,crawp001,Paxton Crawford
BOS200104240,MIN,redmm002,Mark Redman
BOS200104250,BOS,martp001,Pedro Martinez
BOS200104250,MIN,radkb001,Brad Radke
BOS200104260,BOS,nomoh001,Hideo Nomo
BOS200104260,MIN,milte001,Eric Milton
BOS200104270,BOS,castf001,Frank Castillo
BOS200104270,KC,steib002,Blake Stein
BOS200104280,BOS,ohkat001,Tomo Ohka
BOS200104280,KC,reicd001,Dan Reichert
BOS200104290,BOS,crawp001,Paxton Crawford
BOS200104290,KC,meadb001,Brian Meadows
BOS200105080,BOS,nomoh001,Hideo Nomo
BOS200105080,SEA,moyej001,Jamie Moyer
BOS200105090,BOS,castf001,Frank Castillo
BOS200105090,SEA,selea001,Aaron Sele
BOS200105100,BOS,ohkat001,Tomo Ohka
BOS200105100,SEA,halaj001,John Halama
BOS200105110,ATH,lidlc001,Cory Lidle
BOS200105110,BOS,crawp001,Paxton Crawford
BOS200105120,ATH,hereg001,Gil Heredia
BOS200105120,BOS,martp001,Pedro Martinez
BOS200105130,ATH,muldm001,Mark Mulder
BOS200105130,BOS,nomoh001,Hideo Nomo
BOS200105250,BOS,nomoh001,Hideo Nomo
BOS200105250,TOR,loaie001,Esteban Loaiza
BOS200105260,BOS,castf001,Frank Castillo
BOS200105260,TOR,michc001,Chris Michalak
BOS200105270,BOS,waket001,Tim Wakefield
BOS200105270,TOR,parrs001,Steve Parris
BOS200105280,BOS,coned001,David Cone
BOS200105280,NYY,petta001,Andy Pettitte
BOS200105300,BOS,martp001,Pedro Martinez
BOS200105300,NYY,mussm001,Mike Mussina
BOS200106050,BOS,nomoh001,Hideo Nomo
BOS200106050,DET,holtc001,Chris Holt
BOS200106060,BOS,castf001,Frank Castillo
BOS200106060,DET,mlicd001,Dave Mlicki
BOS200106070,BOS,waket001,Tim Wakefield
BOS200106070,DET,santv001,Victor Santos
BOS200106080,BOS,coned001,David Cone
BOS200106080,PHI,wolfr001,Randy Wolf
BOS200106090,BOS,martp001,Pedro Martinez
BOS200106090,PHI,daalo001,Omar Daal
BOS200106100,BOS,nomoh001,Hideo Nomo
BOS200106100,PHI,persr001,Robert Person
BOS200106120,BOS,castf001,Frank Castillo
BOS200106120,MIA,dempr002,Ryan Dempster
BOS200106130,BOS,waket001,Tim Wakefield
BOS200106130,MIA,clemm001,Matt Clement
BOS200106140,BOS,coned001,David Cone
BOS200106140,MIA,smitc001,Chuck Smith
BOS200106220,BOS,nomoh001,Hideo Nomo
BOS200106220,TOR,loaie001,Esteban Loaiza
BOS200106230,BOS,castf001,Frank Castillo
BOS200106230,TOR,michc001,Chris Michalak
BOS200106240,BOS,waket001,Tim Wakefield
BOS200106240,TOR,parrs001,Steve Parris
BOS200106250,BOS,coned001,David Cone
BOS200106250,TB,ruper001,Ryan Rupe
BOS200106260,BOS,martp001,Pedro Martinez
BOS200106260,TB,sturt001,Tanyon Sturtze
BOS200106270,BOS,nomoh001,Hideo Nomo
BOS200106270,TB,lopea002,Albie Lopez
BOS200106280,BOS,castf001,Frank Castillo
BOS200106280,TB,kennj001,Joe Kennedy
BOS200107060,ATL,burkj001,John Burkett
BOS200107060,BOS,arror001,Rolando Arrojo
BOS200107070,ATL,marqj001,Jason Marquis
BOS200107070,BOS,nomoh001,Hideo Nomo
BOS200107080,ATL,glavt001,Tom Glavine
BOS200107080,BOS,ohkat001,Tomo Ohka
BOS200107240,BOS,coned001,David Cone
BOS200107240,TOR,hamij002,Joey Hamilton
BOS200107250,BOS,arror001,Rolando Arrojo
BOS200107250,TOR,loaie001,Esteban Loaiza
BOS200107260,BOS,nomoh001,Hideo Nomo
BOS200107260,TOR,hallr001,Roy Halladay
BOS200107270,BOS,sabeb001,Bret Saberhagen
BOS200107270,CHW,wellk001,Kip Wells
BOS200107280,BOS,waket001,Tim Wakefield
BOS200107280,CHW,buehm001,Mark Buehrle
BOS200107290,BOS,coned001,David Cone
BOS200107290,CHW,lowes001,Sean Lowe
BOS200107310,BOS,arror001,Rolando Arrojo
BOS200107310,LAA,ortir002,Ramon Ortiz
BOS200108010,BOS,nomoh001,Hideo Nomo
BOS200108010,LAA,schos001,Scott Schoeneweis
BOS200108020,BOS,sabeb001,Bret Saberhagen
BOS200108020,LAA,rappp001,Pat Rapp
BOS200108041,BOS,coned001,David Cone
BOS200108041,TEX,hellr001,Rick Helling
BOS200108042,BOS,waket001,Tim Wakefield
BOS200108042,TEX,david002,Doug Davis
BOS200108050,BOS,arror001,Rolando Arrojo
BOS200108050,TEX,olivd001,Darren Oliver
BOS200108060,BOS,nomoh001,Hideo Nomo
BOS200108060,TEX,bellr003,Rob Bell
BOS200108140,BOS,nomoh001,Hideo Nomo
BOS200108140,SEA,moyej001,Jamie Moyer
BOS200108150,BOS,castf001,Frank Castillo
BOS200108150,SEA,garcf002,Freddy Garcia
BOS200108160,BOS,coned001,David Cone
BOS200108160,SEA,selea001,Aaron Sele
BOS200108170,BAL,towej001,Josh Towers
BOS200108170,BOS,waket001,Tim Wakefield
BOS200108180,BAL,johnj007,Jason Johnson
BOS200108180,BOS,fossc001,Casey Fossum
BOS200108190,BAL,maduc001,Calvin Maduro
BOS200108190,BOS,nomoh001,Hideo Nomo
BOS200108310,BOS,castf001,Frank Castillo
BOS200108310,NYY,clemr001,Roger Clemens
BOS200109010,BOS,martp001,Pedro Martinez
BOS200109010,NYY,herno001,Orlando Hernandez
BOS200109020,BOS,coned001,David Cone
BOS200109020,NYY,mussm001,Mike Mussina
BOS200109040,BOS,nomoh001,Hideo Nomo
BOS200109040,CLE,colob001,Bartolo Colon
BOS200109050,BOS,fossc001,Casey Fossum
BOS200109050,CLE,woods001,Steve Woodard
BOS200109060,BOS,castf001,Frank Castillo
BOS200109060,CLE,finlc001,Chuck Finley
BOS200109180,BOS,nomoh001,Hideo Nomo
BOS200109180,TB,sturt001,Tanyon Sturtze
BOS200109190,BOS,coned001,David Cone
BOS200109190,TB,wilsp001,Paul Wilson
BOS200109200,BOS,castf001,Frank Castillo
BOS200109200,TB,ruper001,Ryan Rupe
BOS200109210,BOS,fossc001,Casey Fossum
BOS200109210,DET,murrh001,Heath Murray
BOS200109220,BOS,lowed001,Derek Lowe
BOS200109220,DET,cornn001,Nate Cornejo
BOS200109230,BOS,nomoh001,Hideo Nomo
BOS200109230,DET,weavj002,Jeff Weaver
BOS200109240,BAL,maduc001,Calvin Maduro
BOS200109240,BOS,coned001,David Cone
BOS200109250,BAL,mercj001,Jose Mercedes
BOS200109250,BOS,castf001,Frank Castillo
BOS200109260,BAL,bauer001,Rick Bauer
BOS200109260,BOS,fossc001,Casey Fossum
BOS200109270,BAL,dougs001,Sean Douglass
BOS200109270,BOS,lowed001,Derek Lowe
BOS200204010,BOS,martp001,Pedro Martinez
BOS200204010,TOR,carpc002,Chris Carpenter
BOS200204090,BOS,waket001,Tim Wakefield
BOS200204090,KC,reicd001,Dan Reichert
BOS200204100,BOS,lowed001,Derek Lowe
BOS200204100,KC,byrdp001,Paul Byrd
BOS200204110,BOS,castf001,Frank Castillo
BOS200204110,KC,durbc001,Chad Durbin
BOS200204120,BOS,olivd001,Darren Oliver
BOS200204120,NYY,herno001,Orlando Hernandez
BOS200204130,BOS,martp001,Pedro Martinez
BOS200204130,NYY,welld001,David Wells
BOS200204140,BOS,waket001,Tim Wakefield
BOS200204140,NYY,mussm001,Mike Mussina
BOS200204150,BOS,lowed001,Derek Lowe
BOS200204150,NYY,petta001,Andy Pettitte
BOS200204260,BOS,burkj001,John Burkett
BOS200204260,TB,wilsp001,Paul Wilson
BOS200204270,BOS,lowed001,Derek Lowe
BOS200204270,TB,jamed002,Delvin James
BOS200204290,BAL,loper001,Rodrigo Lopez
BOS200204290,BOS,castf001,Frank Castillo
BOS200204300,BAL,maduc001,Calvin Maduro
BOS200204300,BOS,olivd001,Darren Oliver
BOS200205010,BAL,dougs001,Sean Douglass
BOS200205010,BOS,martp001,Pedro Martinez
BOS200205140,ATH,hudst001,Tim Hudson
BOS200205140,BOS,burkj001,John Burkett
BOS200205150,ATH,hilje001,Erik Hiljus
BOS200205150,BOS,lowed001,Derek Lowe
BOS200205160,ATH,zitob001,Barry Zito
BOS200205160,BOS,castf001,Frank Castillo
BOS200205170,BOS,olivd001,Darren Oliver
BOS200205170,SEA,halaj001,John Halama
BOS200205180,BOS,martp001,Pedro Martinez
BOS200205180,SEA,baldj002,James Baldwin
BOS200205190,BOS,burkj001,John Burkett
BOS200205190,SEA,garcf002,Freddy Garcia
BOS200205200,BOS,lowed001,Derek Lowe
BOS200205200,CHW,ritct001,Todd Ritchie
BOS200205210,BOS,olivd001,Darren Oliver
BOS200205210,CHW,wrigd001,Dan Wright
BOS200205220,BOS,castf001,Frank Castillo
BOS200205220,CHW,garlj001,Jon Garland
BOS200205230,BOS,martp001,Pedro Martinez
BOS200205230,NYY,lillt001,Ted Lilly
BOS200205240,BOS,burkj001,John Burkett
BOS200205240,NYY,clemr001,Roger Clemens
BOS200205250,BOS,lowed001,Derek Lowe
BOS200205250,NYY,welld001,David Wells
BOS200205260,BOS,olivd001,Darren Oliver
BOS200205260,NYY,mussm001,Mike Mussina
BOS200206070,ARI,batim001,Miguel Batista
BOS200206070,BOS,castf001,Frank Castillo
BOS200206080,ARI,schic002,Curt Schilling
BOS200206080,BOS,martp001,Pedro Martinez
BOS200206090,ARI,hellr001,Rick Helling
BOS200206090,BOS,burkj001,John Burkett
BOS200206100,BOS,lowed001,Derek Lowe
BOS200206100,COL,neagd001,Denny Neagle
BOS200206110,BOS,arror001,Rolando Arrojo
BOS200206110,COL,jennj001,Jason Jennings
BOS200206120,BOS,castf001,Frank Castillo
BOS200206120,COL,hampm001,Mike Hampton
BOS200206250,BOS,castf001,Frank Castillo
BOS200206250,CLE,baezd001,Danys Baez
BOS200206260,BOS,martp001,Pedro Martinez
BOS200206260,CLE,dresr001,Ryan Drese
BOS200206280,ATL,maddg002,Greg Maddux
BOS200206280,BOS,burkj001,John Burkett
BOS200206290,ATL,millk004,Kevin Millwood
BOS200206290,BOS,lowed001,Derek Lowe
BOS200206300,ATL,marqj001,Jason Marquis
BOS200206300,BOS,castf001,Frank Castillo
BOS200207010,BOS,martp001,Pedro Martinez
BOS200207010,TOR,parrs001,Steve Parris
BOS200207021,BOS,waket001,Tim Wakefield
BOS200207021,TOR,carpc002,Chris Carpenter
BOS200207022,BOS,kim-s001,Sun-Woo Kim
BOS200207022,TOR,smitm005,Michael Smith
BOS200207030,BOS,burkj001,John Burkett
BOS200207030,TOR,hallr001,Roy Halladay
BOS200207040,BOS,lowed001,Derek Lowe
BOS200207040,TOR,walkp001,Pete Walker
BOS200207050,BOS,castf001,Frank Castillo
BOS200207050,DET,redmm002,Mark Redman
BOS200207060,BOS,martp001,Pedro Martinez
BOS200207060,DET,marom001,Mike Maroth
BOS200207070,BOS,kim-s001,Sun-Woo Kim
BOS200207070,DET,berna001,Adam Bernero
BOS200207231,BOS,waket001,Tim Wakefield
BOS200207231,TB,sturt001,Tanyon Sturtze
BOS200207232,BOS,lowed001,Derek Lowe
BOS200207232,TB,wilsp001,Paul Wilson
BOS200207240,BOS,castf001,Frank Castillo
BOS200207240,TB,kennj001,Joe Kennedy
BOS200207250,BOS,martp001,Pedro Martinez
BOS200207250,TB,delol002,Luis de los Santos
BOS200207260,BAL,loper001,Rodrigo Lopez
BOS200207260,BOS,arror001,Rolando Arrojo
BOS200207270,BAL,ponss001,Sidney Ponson
BOS200207270,BOS,burkj001,John Burkett
BOS200207280,BAL,erics001,Scott Erickson
BOS200207280,BOS,lowed001,Derek Lowe
BOS200208060,ATH,muldm001,Mark Mulder
BOS200208060,BOS,waket001,Tim Wakefield
BOS200208070,ATH,haraa001,Aaron Harang
BOS200208070,BOS,burkj001,John Burkett
BOS200208080,ATH,zitob001,Barry Zito
BOS200208080,BOS,lowed001,Derek Lowe
BOS200208090,BOS,fossc001,Casey Fossum
BOS200208090,MIN,lohsk001,Kyle Lohse
BOS200208100,BOS,martp001,Pedro Martinez
BOS200208100,MIN,maysj001,Joe Mays
BOS200208110,BOS,waket001,Tim Wakefield
BOS200208110,MIN,santj003,Johan Santana
BOS200208200,BOS,lowed001,Derek Lowe
BOS200208200,TEX,benoj001,Joaquin Benoit
BOS200208210,BOS,fossc001,Casey Fossum
BOS200208210,TEX,rogek001,Kenny Rogers
BOS200208220,BOS,hermd001,Dustin Hermanson
BOS200208220,TEX,reyed001,Dennys Reyes
BOS200208230,BOS,martp001,Pedro Martinez
BOS200208230,LAA,washj001,Jarrod Washburn
BOS200208240,BOS,waket001,Tim Wakefield
BOS200208240,LAA,appik001,Kevin Appier
BOS200208250,BOS,lowed001,Derek Lowe
BOS200208250,LAA,callm001,Mickey Callaway
BOS200208260,BOS,burkj001,John Burkett
BOS200208260,LAA,ortir002,Ramon Ortiz
BOS200208270,BOS,fossc001,Casey Fossum
BOS200208270,NYY,welld001,David Wells
BOS200208280,BOS,martp001,Pedro Martinez
BOS200208280,NYY,mussm001,Mike Mussina
BOS200209050,BOS,burkj001,John Burkett
BOS200209050,TOR,millj002,Justin Miller
BOS200209060,BOS,waket001,Tim Wakefield
BOS200209060,TOR,hallr001,Roy Halladay
BOS200209070,BOS,fossc001,Casey Fossum
BOS200209070,TOR,hendm001,Mark Hendrickson
BOS200209080,BOS,castf001,Frank Castillo
BOS200209080,TOR,loaie001,Esteban Loaiza
BOS200209130,BAL,loper001,Rodrigo Lopez
BOS200209130,BOS,fossc001,Casey Fossum
BOS200209140,BAL,hentp001,Pat Hentgen
BOS200209140,BOS,lowed001,Derek Lowe
BOS200209150,BAL,johnj007,Jason Johnson
BOS200209150,BOS,burkj001,John Burkett
BOS200209161,BOS,martp001,Pedro Martinez
BOS200209161,CLE,rodrr005,Ricardo Rodriguez
BOS200209162,BOS,castf001,Frank Castillo
BOS200209162,CLE,tallb001,Brian Tallet
BOS200209170,BOS,waket001,Tim Wakefield
BOS200209170,CLE,sabac001,CC Sabathia
BOS200209180,BOS,fossc001,Casey Fossum
BOS200209180,CLE,dresr001,Ryan Drese
BOS200209270,BOS,burkj001,John Burkett
BOS200209270,TB,wilsp001,Paul Wilson
BOS200209280,BOS,waket001,Tim Wakefield
BOS200209280,TB,zambv001,Victor Zambrano
BOS200209290,BOS,fossc001,Casey Fossum
BOS200209290,TB,jamed002,Delvin James
BOS200304120,BAL,johnj007,Jason Johnson
BOS200304120,BOS,martp001,Pedro Martinez
BOS200304130,BAL,loper001,Rodrigo Lopez
BOS200304130,BOS,lowed001,Derek Lowe
BOS200304150,BOS,fossc001,Casey Fossum
BOS200304150,TB,biern001,Nick Bierbrodt
BOS200304160,BOS,burkj001,John Burkett
BOS200304160,TB,parrs001,Steve Parris
BOS200304170,BOS,martp001,Pedro Martinez
BOS200304170,TB,kennj001,Joe Kennedy
BOS200304180,BOS,waket001,Tim Wakefield
BOS200304180,TOR,hendm001,Mark Hendrickson
BOS200304190,BOS,lowed001,Derek Lowe
BOS200304190,TOR,sturt001,Tanyon Sturtze
BOS200304200,BOS,fossc001,Casey Fossum
BOS200304200,TOR,hallr001,Roy Halladay
BOS200304210,BOS,burkj001,John Burkett
BOS200304210,TOR,lidlc001,Cory Lidle
BOS200304290,BOS,waket001,Tim Wakefield
BOS200304290,KC,georc002,Chris George
BOS200304300,BOS,lowed001,Derek Lowe
BOS200304300,KC,may-d002,Darrell May
BOS200305010,BOS,fossc001,Casey Fossum
BOS200305010,KC,snydk001,Kyle Snyder
BOS200305020,BOS,burkj001,John Burkett
BOS200305020,MIN,lohsk001,Kyle Lohse
BOS200305030,BOS,martp001,Pedro Martinez
BOS200305030,MIN,reedr002,Rick Reed
BOS200305040,BOS,waket001,Tim Wakefield
BOS200305040,MIN,rogek001,Kenny Rogers
BOS200305130,BOS,burkj001,John Burkett
BOS200305130,TEX,thomj005,John Thomson
BOS200305140,BOS,fossc001,Casey Fossum
BOS200305140,TEX,benoj001,Joaquin Benoit
BOS200305150,BOS,martp001,Pedro Martinez
BOS200305150,TEX,benea002,Alan Benes
BOS200305160,BOS,waket001,Tim Wakefield
BOS200305160,LAA,ortir002,Ramon Ortiz
BOS200305170,BOS,lowed001,Derek Lowe
BOS200305170,LAA,washj001,Jarrod Washburn
BOS200305180,BOS,burkj001,John Burkett
BOS200305180,LAA,lackj001,John Lackey
BOS200305190,BOS,fossc001,Casey Fossum
BOS200305190,NYY,welld001,David Wells
BOS200305200,BOS,chenb001,Bruce Chen
BOS200305200,NYY,weavj002,Jeff Weaver
BOS200305210,BOS,waket001,Tim Wakefield
BOS200305210,NYY,clemr001,Roger Clemens
BOS200305230,BOS,lowed001,Derek Lowe
BOS200305230,CLE,rodrr005,Ricardo Rodriguez
BOS200305240,BOS,burkj001,John Burkett
BOS200305240,CLE,andeb002,Brian Anderson
BOS200305250,BOS,fossc001,Casey Fossum
BOS200305250,CLE,davij005,Jason Davis
BOS200306100,BOS,kim-b001,Byung-Hyun Kim
BOS200306100,STL,willw001,Woody Williams
BOS200306110,BOS,martp001,Pedro Martinez
BOS200306110,STL,tomkb001,Brett Tomko
BOS200306120,BOS,waket001,Tim Wakefield
BOS200306120,STL,stepg001,Garrett Stephenson
BOS200306130,BOS,ruper001,Ryan Rupe
BOS200306130,HOU,johnj008,Jonathan Johnson
BOS200306140,BOS,lowed001,Derek Lowe
BOS200306140,HOU,reddt001,Tim Redding
BOS200306150,BOS,kim-b001,Byung-Hyun Kim
BOS200306150,HOU,millw001,Wade Miller
BOS200306230,BOS,waket001,Tim Wakefield
BOS200306230,DET,bondj001,Jeremy Bonderman
BOS200306240,BOS,lowed001,Derek Lowe
BOS200306240,DET,cornn001,Nate Cornejo
BOS200306250,BOS,burkj001,John Burkett
BOS200306250,DET,marom001,Mike Maroth
BOS200306260,BOS,martp001,Pedro Martinez
BOS200306260,DET,ronem001,Matt Roney
BOS200306270,BOS,kim-b001,Byung-Hyun Kim
BOS200306270,MIA,pavac001,Carl Pavano
BOS200306280,BOS,waket001,Tim Wakefield
BOS200306280,MIA,phelt002,Tommy Phelps
BOS200306290,BOS,lowed001,Derek Lowe
BOS200306290,MIA,pennb002,Brad Penny
BOS200307170,BOS,lowed001,Derek Lowe
BOS200307170,TOR,hallr001,Roy Halladay
BOS200307180,BOS,waket001,Tim Wakefield
BOS200307180,TOR,escok001,Kelvim Escobar
BOS200307190,BOS,mendr001,Ramiro Mendoza
BOS200307190,TOR,lidlc001,Cory Lidle
BOS200307200,BOS,martp001,Pedro Martinez
BOS200307200,TOR,wasdj001,John Wasdin
BOS200307210,BOS,burkj001,John Burkett
BOS200307210,DET,bondj001,Jeremy Bonderman
BOS200307220,BOS,lowed001,Derek Lowe
BOS200307220,DET,marom001,Mike Maroth
BOS200307230,BOS,waket001,Tim Wakefield
BOS200307230,TB,gonzj003,Geremi Gonzalez
BOS200307240,BOS,mendr001,Ramiro Mendoza
BOS200307240,TB,zambv001,Victor Zambrano
BOS200307250,BOS,martp001,Pedro Martinez
BOS200307250,NYY,welld001,David Wells
BOS200307260,BOS,burkj001,John Burkett
BOS200307260,NYY,mussm001,Mike Mussina
BOS200307270,BOS,lowed001,Derek Lowe
BOS200307270,NYY,weavj002,Jeff Weaver
BOS200308050,BOS,suppj001,Jeff Suppan
BOS200308050,LAA,lackj001,John Lackey
BOS200308060,BOS,martp001,Pedro Martinez
BOS200308060,LAA,selea001,Aaron Sele
BOS200308070,BOS,burkj001,John Burkett
BOS200308070,LAA,ortir002,Ramon Ortiz
